Arduino Datalogger Output
Temperature and Relative Humidity Sensor Output
Measurements using a AM2301B Sensor
RecordNumber,Time_s,AvgTemperature_DegC,AvgHumidity_%
1783,106980.00,18.78,41.21
1784,107040.00,18.77,41.21
1785,107100.00,18.74,41.19
1786,107160.00,18.75,41.23
1787,107220.00,18.75,41.22
1788,107280.00,18.73,41.23
1789,107340.00,18.72,41.24
1790,107400.00,18.73,41.25
1791,107460.00,18.71,41.24
1792,107520.00,18.71,41.25
1793,107580.00,18.71,41.23
1794,107640.00,18.70,41.26
1795,107700.00,18.70,41.23
1796,107760.00,18.69,41.27
1797,107820.00,18.69,41.28
1798,107880.00,18.69,41.25
1799,107940.00,18.68,41.28
1800,108000.00,18.67,41.27
1801,108060.00,18.66,41.31
1802,108120.00,18.65,41.35
1803,108180.00,18.65,41.29
1804,108240.00,18.65,41.30
1805,108300.00,18.64,41.30
1806,108360.00,18.63,41.37
1807,108420.00,18.63,41.33
1808,108480.00,18.63,41.33
1809,108540.00,18.62,41.38
1810,108600.00,18.61,41.34
1811,108660.00,18.61,41.35
1812,108720.00,18.60,41.35
1813,108780.00,18.60,41.34
1814,108840.00,18.59,41.34
1815,108900.00,18.58,41.34
1816,108960.00,18.59,41.35
1817,109020.00,18.59,41.34
1818,109080.00,18.58,41.35
1819,109140.00,18.56,41.36
1820,109200.00,18.56,41.36
1821,109260.00,18.56,41.38
1822,109320.00,18.54,41.39
1823,109380.00,18.54,41.37
1824,109440.00,18.55,41.38
1825,109500.00,18.54,41.39
1826,109560.00,18.53,41.40
1827,109620.00,18.54,41.38
1828,109680.00,18.54,41.36
1829,109740.00,18.55,41.38
1830,109800.00,18.57,41.42
1831,109860.00,18.58,41.43
1832,109920.00,18.59,41.49
1833,109980.00,18.60,41.48
1834,110040.00,18.62,41.49
1835,110100.00,18.64,41.48
1836,110160.00,18.65,41.47
1837,110220.00,18.67,41.44
1838,110280.00,18.70,41.42
1839,110340.00,18.72,41.46
1840,110400.00,18.74,41.55
1841,110460.00,18.76,41.65
1842,110520.00,18.78,41.75
1843,110580.00,18.81,41.93
1844,110640.00,18.83,42.04
1845,110700.00,18.84,42.12
1846,110760.00,18.86,42.17
1847,110820.00,18.88,42.19
1848,110880.00,18.88,42.23
1849,110940.00,18.89,42.26
1850,111000.00,18.89,42.23
1851,111060.00,18.91,42.20
1852,111120.00,18.90,42.19
1853,111180.00,18.91,42.19
1854,111240.00,18.91,42.22
1855,111300.00,18.92,42.20
1856,111360.00,18.93,42.21
1857,111420.00,18.93,42.22
1858,111480.00,18.94,42.23
1859,111540.00,18.94,42.25
1860,111600.00,18.95,42.23
1861,111660.00,18.96,42.14
1862,111720.00,18.96,42.15
1863,111780.00,18.96,42.18
1864,111840.00,18.97,42.14
1865,111900.00,18.96,42.14
1866,111960.00,18.97,42.18
1867,112020.00,18.97,42.17
1868,112080.00,18.97,42.14
1869,112140.00,18.96,42.11
1870,112200.00,18.97,42.10
1871,112260.00,18.97,42.07
1872,112320.00,18.97,42.07
1873,112380.00,18.97,42.04
1874,112440.00,18.97,42.05
1875,112500.00,18.97,42.02
1876,112560.00,18.97,41.99
1877,112620.00,18.96,42.01
1878,112680.00,18.96,41.99
1879,112740.00,18.97,41.97
1880,112800.00,18.97,42.02
1881,112860.00,18.97,41.96
1882,112920.00,18.96,41.95
1883,112980.00,18.97,41.93
1884,113040.00,18.97,41.92
1885,113100.00,18.98,41.90
1886,113160.00,18.98,41.87
1887,113220.00,18.96,41.88
1888,113280.00,18.96,41.86
1889,113340.00,18.96,41.82
1890,113400.00,18.97,41.83
1891,113460.00,18.96,41.80
1892,113520.00,18.95,41.80
1893,113580.00,18.95,41.78
1894,113640.00,18.96,41.79
1895,113700.00,18.95,41.76
1896,113760.00,18.95,41.78
1897,113820.00,18.94,41.79
1898,113880.00,18.93,41.74
1899,113940.00,18.93,41.71
1900,114000.00,18.93,41.72
1901,114060.00,18.93,41.70
1902,114120.00,18.92,41.72
1903,114180.00,18.93,41.70
1904,114240.00,18.92,41.72
1905,114300.00,18.92,41.71
1906,114360.00,18.93,41.67
1907,114420.00,18.92,41.69
1908,114480.00,18.92,41.65
1909,114540.00,18.91,41.66
1910,114600.00,18.91,41.68
1911,114660.00,18.91,41.62
1912,114720.00,18.91,41.62
1913,114780.00,18.91,41.64
1914,114840.00,18.90,41.62
1915,114900.00,18.89,41.62
1916,114960.00,18.91,41.58
1917,115020.00,18.90,41.57
1918,115080.00,18.89,41.59
1919,115140.00,18.89,41.58
1920,115200.00,18.89,41.57
1921,115260.00,18.88,41.54
1922,115320.00,18.89,41.56
1923,115380.00,18.89,41.56
1924,115440.00,18.89,41.57
1925,115500.00,18.89,41.57
1926,115560.00,18.89,41.58
1927,115620.00,18.89,41.61
1928,115680.00,18.88,41.68
1929,115740.00,18.90,41.66
1930,115800.00,18.90,41.65
1931,115860.00,18.90,41.64
1932,115920.00,18.92,41.62
1933,115980.00,18.94,41.59
1934,116040.00,18.95,41.57
1935,116100.00,18.97,41.59
1936,116160.00,18.99,41.56
1937,116220.00,19.00,41.60
1938,116280.00,19.04,41.75
1939,116340.00,19.05,41.99
1940,116400.00,19.07,42.39
1941,116460.00,19.08,42.87
1942,116520.00,19.09,43.23
1943,116580.00,19.09,43.35
1944,116640.00,19.11,43.37
1945,116700.00,19.12,43.44
1946,116760.00,19.13,43.47
1947,116820.00,19.15,43.60
1948,116880.00,19.14,43.62
1949,116940.00,19.14,43.67
1950,117000.00,19.15,43.76
1951,117060.00,19.16,43.84
1952,117120.00,19.17,43.84
1953,117180.00,19.17,43.82
1954,117240.00,19.18,43.85
1955,117300.00,19.19,43.82
1956,117360.00,19.19,43.82
1957,117420.00,19.20,43.84
1958,117480.00,19.20,43.86
1959,117540.00,19.21,43.82
1960,117600.00,19.20,43.80
1961,117660.00,19.20,43.70
1962,117720.00,19.20,43.72
1963,117780.00,19.19,43.65
1964,117840.00,19.19,43.55
1965,117900.00,19.20,43.56
1966,117960.00,19.20,43.51
1967,118020.00,19.19,43.47
1968,118080.00,19.20,43.44
1969,118140.00,19.19,43.40
1970,118200.00,19.20,43.41
1971,118260.00,19.19,43.37
1972,118320.00,19.19,43.32
1973,118380.00,19.19,43.33
1974,118440.00,19.19,43.28
1975,118500.00,19.18,43.25
1976,118560.00,19.19,43.18
1977,118620.00,19.18,43.19
1978,118680.00,19.17,43.13
1979,118740.00,19.18,43.12
1980,118800.00,19.19,43.10
1981,118860.00,19.18,43.06
1982,118920.00,19.16,43.11
1983,118980.00,19.16,43.11
1984,119040.00,19.17,43.07
1985,119100.00,19.16,43.03
1986,119160.00,19.16,42.98
1987,119220.00,19.15,42.97
1988,119280.00,19.15,42.94
1989,119340.00,19.15,42.96
1990,119400.00,19.14,42.94
1991,119460.00,19.14,42.97
1992,119520.00,19.13,42.92
1993,119580.00,19.13,42.89
1994,119640.00,19.11,42.90
1995,119700.00,19.11,42.90
1996,119760.00,19.11,42.87
1997,119820.00,19.11,42.87
1998,119880.00,19.11,42.89
1999,119940.00,19.10,42.84
2000,120000.00,19.09,42.83
2001,120060.00,19.08,42.81
2002,120120.00,19.08,42.78
2003,120180.00,19.08,42.76
2004,120240.00,19.09,42.78
2005,120300.00,19.08,42.78
2006,120360.00,19.09,42.79
2007,120420.00,19.10,42.82
2008,120480.00,19.11,42.87
2009,120540.00,19.12,42.90
2010,120600.00,19.14,42.92
2011,120660.00,19.16,42.95
2012,120720.00,19.17,42.96
2013,120780.00,19.18,43.04
2014,120840.00,19.20,43.28
2015,120900.00,19.21,43.40
2016,120960.00,19.22,43.56
2017,121020.00,19.23,43.66
2018,121080.00,19.23,43.76
2019,121140.00,19.24,43.81
2020,121200.00,19.23,43.83
2021,121260.00,19.24,43.89
2022,121320.00,19.24,43.89
2023,121380.00,19.25,43.98
2024,121440.00,19.25,43.99
2025,121500.00,19.25,43.96
2026,121560.00,19.25,43.98
2027,121620.00,19.24,44.00
2028,121680.00,19.26,43.92
2029,121740.00,19.26,43.94
2030,121800.00,19.25,43.94
2031,121860.00,19.26,43.90
2032,121920.00,19.26,43.85
2033,121980.00,19.26,43.89
2034,122040.00,19.25,43.87
2035,122100.00,19.26,43.84
2036,122160.00,19.26,43.79
2037,122220.00,19.25,43.79
2038,122280.00,19.25,43.76
2039,122340.00,19.25,43.75
2040,122400.00,19.25,43.68
2041,122460.00,19.24,43.65
2042,122520.00,19.25,43.64
2043,122580.00,19.25,43.62
2044,122640.00,19.25,43.59
2045,122700.00,19.23,43.58
2046,122760.00,19.23,43.52
2047,122820.00,19.24,43.51
2048,122880.00,19.23,43.46
2049,122940.00,19.23,43.45
2050,123000.00,19.22,43.42
2051,123060.00,19.23,43.36
2052,123120.00,19.22,43.37
2053,123180.00,19.22,43.31
2054,123240.00,19.22,43.32
2055,123300.00,19.22,43.27
2056,123360.00,19.23,43.29
2057,123420.00,19.23,43.21
2058,123480.00,19.22,43.23
2059,123540.00,19.22,43.21
2060,123600.00,19.21,43.19
2061,123660.00,19.20,43.16
2062,123720.00,19.22,43.13
2063,123780.00,19.22,43.15
2064,123840.00,19.21,43.11
2065,123900.00,19.22,43.10
2066,123960.00,19.22,43.14
2067,124020.00,19.21,43.16
2068,124080.00,19.21,43.18
2069,124140.00,19.21,43.19
2070,124200.00,19.23,43.17
2071,124260.00,19.23,43.17
2072,124320.00,19.26,43.13
2073,124380.00,19.26,43.13
2074,124440.00,19.29,43.10
2075,124500.00,19.30,43.12
2076,124560.00,19.33,43.08
2077,124620.00,19.35,43.08
2078,124680.00,19.38,43.15
2079,124740.00,19.41,43.24
2080,124800.00,19.43,43.35
2081,124860.00,19.46,43.48
2082,124920.00,19.48,43.61
2083,124980.00,19.50,43.76
2084,125040.00,19.50,43.87
2085,125100.00,19.51,43.98
2086,125160.00,19.52,44.02
2087,125220.00,19.54,44.08
2088,125280.00,19.53,44.03
2089,125340.00,19.54,44.04
2090,125400.00,19.58,44.03
2091,125460.00,19.57,44.05
2092,125520.00,19.59,44.04
2093,125580.00,19.61,44.02
2094,125640.00,19.61,44.04
2095,125700.00,19.61,43.98
2096,125760.00,19.64,44.01
2097,125820.00,19.64,43.97
2098,125880.00,19.65,43.98
2099,125940.00,19.65,43.93
2100,126000.00,19.66,43.90
2101,126060.00,19.67,43.84
2102,126120.00,19.67,43.88
2103,126180.00,19.68,43.84
2104,126240.00,19.68,43.80
2105,126300.00,19.71,43.79
2106,126360.00,19.69,43.79
2107,126420.00,19.71,43.78
2108,126480.00,19.70,43.77
2109,126540.00,19.71,43.80
2110,126600.00,19.71,43.75
2111,126660.00,19.71,43.79
2112,126720.00,19.72,43.77
2113,126780.00,19.73,43.77
2114,126840.00,19.72,43.79
2115,126900.00,19.73,43.89
2116,126960.00,19.73,43.87
2117,127020.00,19.75,43.87
2118,127080.00,19.75,43.85
2119,127140.00,19.75,43.89
2120,127200.00,19.75,43.89
2121,127260.00,19.76,43.85
2122,127320.00,19.77,43.83
2123,127380.00,19.77,43.82
2124,127440.00,19.78,43.79
2125,127500.00,19.77,43.79
2126,127560.00,19.78,43.73
2127,127620.00,19.79,43.75
2128,127680.00,19.79,43.78
2129,127740.00,19.79,43.71
2130,127800.00,19.80,43.67
2131,127860.00,19.80,43.69
2132,127920.00,19.80,43.65
2133,127980.00,19.81,43.64
2134,128040.00,19.83,43.67
2135,128100.00,19.85,43.74
2136,128160.00,19.84,43.97
2137,128220.00,19.89,44.12
2138,128280.00,19.90,44.23
2139,128340.00,19.93,44.26
2140,128400.00,19.95,44.54
2141,128460.00,19.98,45.08
2142,128520.00,20.01,45.65
2143,128580.00,20.06,46.30
2144,128640.00,20.09,46.89
2145,128700.00,20.12,47.39
2146,128760.00,20.16,47.78
2147,128820.00,20.18,48.04
2148,128880.00,20.22,47.76
2149,128940.00,20.23,47.65
2150,129000.00,20.24,47.59
2151,129060.00,20.25,47.65
2152,129120.00,20.26,47.54
2153,129180.00,20.27,47.52
2154,129240.00,20.28,47.62
2155,129300.00,20.29,47.66
2156,129360.00,20.29,47.67
2157,129420.00,20.31,47.72
2158,129480.00,20.31,47.72
2159,129540.00,20.32,47.74
2160,129600.00,20.33,47.75
2161,129660.00,20.33,47.74
2162,129720.00,20.32,47.79
2163,129780.00,20.33,47.86
2164,129840.00,20.33,47.92
2165,129900.00,20.33,47.94
2166,129960.00,20.33,47.91
2167,130020.00,20.33,47.81
2168,130080.00,20.34,47.76
2169,130140.00,20.34,47.93
2170,130200.00,20.34,48.07
2171,130260.00,20.34,47.98
2172,130320.00,20.34,48.04
2173,130380.00,20.33,47.93
2174,130440.00,20.35,47.86
2175,130500.00,20.34,47.77
2176,130560.00,20.34,47.78
2177,130620.00,20.35,47.83
2178,130680.00,20.33,47.76
2179,130740.00,20.34,47.83
2180,130800.00,20.33,47.69
2181,130860.00,20.33,47.49
2182,130920.00,20.32,47.54
2183,130980.00,20.33,47.41
2184,131040.00,20.32,47.37
2185,131100.00,20.32,47.42
2186,131160.00,20.31,47.43
2187,131220.00,20.31,47.35
2188,131280.00,20.30,47.17
